source_url,expected_status,actual_status,final_url,hops,canonical,indexable,verdict
https://go.vareya.com/team,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/case-studies,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/sitemap.xml,200_xml,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/sitemap_index.xml,200_xml,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/redirects.json,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/redirects.csv,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/routes.json,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/wp-json/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/third-party-logistics/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/eu-warehousing-for-shopify-brands/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/ai-fulfillment/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/outsourcing-fulfillment-2/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/european-fulfillment-center/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/best-eu-fulfilment-center-for-shopify-brands/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/dtc-brands/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/cosmetics-fulfillment/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/3pl-fulfillment/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/warehouse-management/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/pick-and-pack/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/order-processing/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/bonded-warehouses/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/e-fulfillment/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/en-vareya-postnl/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/vitamins-supplement-fulfillment/,unknown,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,NEEDS_REVIEW
https://go.vareya.com/xyz-totally-random-999,404,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,UNEXPECTED_STATUS
https://go.vareya.com/this-page-does-not-exist-12345,404,301,https://vareya.ai/knowledge/,1,https://vareya.ai/knowledge/,yes,UNEXPECTED_STATUS
https://leads.jmconcepts.cloud/,200,200,https://leads.jmconcepts.cloud/,0,none,unknown_spa,OK
http://leads.jmconcepts.cloud/,200,308,https://leads.jmconcepts.cloud/,1,none,unknown_spa,OK
https://leads.jmconcepts.cloud/robots.txt,200_text,200,https://leads.jmconcepts.cloud/robots.txt,0,n/a,n/a,NEEDS_REVIEW
https://leads.jmconcepts.cloud/llms.txt,404,200,https://leads.jmconcepts.cloud/llms.txt,0,n/a,n/a,NEEDS_REVIEW
https://jmconcepts.cloud/,200,200,https://jmconcepts.cloud/,0,none,yes,CRITICAL_UNSUPPORTED_CLAIMS
https://www.jmconcepts.cloud/,200,200,https://www.jmconcepts.cloud/,0,none,yes,NEEDS_REVIEW
http://jmconcepts.cloud/,200,301,https://jmconcepts.cloud/,1,none,yes,OK
https://jmconcepts.cloud/samenwerking.html,200,200,https://jmconcepts.cloud/samenwerking.html,0,none,yes,NEEDS_REVIEW
https://jmconcepts.cloud/lid-worden.html,200,200,https://jmconcepts.cloud/lid-worden.html,0,unknown,yes,OK
https://jmconcepts.cloud/this-page-does-not-exist-12345,404,404,https://jmconcepts.cloud/this-page-does-not-exist-12345,0,n/a,no,OK
